      0.000  730.667
     50.000  733.748
      0.000  735.146
     50.000  737.685
      0.000  731.655
    100.000  723.981
    200.000  715.919
    300.000  715.918
    400.000  703.423
    500.000  705.028
    600.000  699.057
    700.000  698.961
    800.000  704.561
    900.000  693.312
   1000.000  680.768
   1100.000  691.880
   1200.000  689.998
   1300.000  666.085
   1400.000  666.290
   1500.000  671.027
   1600.000  668.007
   1700.000  669.164
   1800.000  668.102
   1900.000  661.210
   2000.000  659.589
   2100.000  663.312
   2200.000  654.644
   2300.000  651.264
   2400.000  663.264
   2500.000  663.446
   2600.000  655.179
   2700.000  654.542
   2800.000  647.690
   2900.000  651.251
   3000.000  652.233
   3100.000  649.822
   3200.000  656.276
   3300.000  662.566
   3400.000  660.457
   3500.000  661.734
   3600.000  644.803
   3700.000  649.559
   3800.000  652.838
   3900.000  653.227
   4000.000  647.768
   4100.000  651.208
   4200.000  648.010
   4300.000  642.175
   4400.000  642.181
   4500.000  649.112
   4600.000  648.439
   4700.000  649.314
   4800.000  641.952
   4900.000  645.520
   5000.000  644.290
   5100.000  646.827
   5200.000  630.100
   5300.000  624.608
   5400.000  626.703
   5500.000  625.539
   5600.000  627.809
   5700.000  625.044
   5800.000  619.552
   5900.000  621.716
   6000.000  620.220
   6100.000  624.193
   6200.000  628.416
   6300.000  620.628
   6400.000  622.592
   6500.000  624.929
   6600.000  618.362
   6700.000  611.225
   6800.000  606.268
   6900.000  605.116
   7000.000  611.576
   7100.000  619.703
   7200.000  626.440
   7300.000  623.858
   7400.000  617.393
   7500.000  613.160
   7600.000  621.636
   7700.000  622.724
   7800.000  617.110
   7900.000  619.803
   8000.000  613.775
   8100.000  627.964
   8200.000  609.893
   8300.000  608.870
   8400.000  607.711
   8500.000  607.761
   8600.000  606.366
   8700.000  610.911
   8800.000  599.195
   8900.000  606.048
   9000.000  607.567
   9100.000  587.782
   9200.000  599.996
   9300.000  598.968
   9400.000  592.861
   9500.000  587.018
   9600.000  576.049
   9700.000  576.335
   9800.000  581.169
   9900.000  585.516
      0.000  582.424
    100.000  578.642
    200.000  581.687
    300.000  590.753
    400.000  583.929
    500.000  586.465
    600.000  579.759
    700.000  588.577
    800.000  585.555
    900.000  584.835
   1000.000  585.886
   1100.000  580.102
   1200.000  569.923
   1300.000  573.802
   1400.000  572.044
   1500.000  578.252
   1600.000  578.781
   1700.000  576.400
   1800.000  584.461
   1900.000  575.200
   2000.000  572.438
   2100.000  561.747
   2200.000  567.533
   2300.000  565.484
   2400.000  571.499
   2500.000  563.927
   2600.000  563.875
   2700.000  574.780
   2800.000  572.102
   2900.000  570.641
   3000.000  571.960
   3100.000  566.768
   3200.000  559.329
   3300.000  559.083
   3400.000  561.135
   3500.000  561.223
   3600.000  561.845
   3700.000  556.889
   3800.000  552.853
   3900.000  555.218
   4000.000  554.786
   4100.000  563.519
   4200.000  556.196
   4300.000  553.228
   4400.000  554.519
   4500.000  546.647
   4600.000  543.484
   4700.000  542.076
   4800.000  541.924
   4900.000  540.024
   5000.000  539.073
   5100.000  551.540
   5200.000  542.584
   5300.000  550.364
   5400.000  550.872
   5500.000  549.227
   5600.000  548.018
   5700.000  546.417
   5800.000  543.070
   5900.000  549.780
   6000.000  547.784
   6100.000  552.138
   6200.000  541.384
   6300.000  542.680
   6400.000  541.680
   6500.000  540.459
   6600.000  544.021
   6700.000  548.193
   6800.000  542.554
   6900.000  554.018
   7000.000  548.216
   7100.000  543.574
   7200.000  540.780
   7300.000  545.226
   7400.000  550.414
   7500.000  550.304
   7600.000  548.047
   7700.000  552.169
   7800.000  547.378
   7900.000  538.456
   8000.000  547.292
   8100.000  551.123
   8200.000  550.055
   8300.000  554.698
   8400.000  546.833
   8500.000  540.878
   8600.000  547.612
   8700.000  541.805
   8800.000  543.858
   8900.000  538.113
   9000.000  543.877
   9100.000  544.984
   9200.000  542.812
   9300.000  547.815
   9400.000  552.869
   9500.000  552.112
   9600.000  546.725
   9700.000  541.428
   9800.000  533.372
   9900.000  555.169
      0.000  555.285
    100.000  542.886
    200.000  531.942
    300.000  532.972
    400.000  542.544
    500.000  559.253
    600.000  547.682
    700.000  544.865
    800.000  548.195
    900.000  539.566
   1000.000  543.310
   1100.000  537.274
   1200.000  537.446
   1300.000  532.075
   1400.000  528.991
   1500.000  535.011
   1600.000  527.908
   1700.000  527.512
   1800.000  534.000
   1900.000  531.537
   2000.000  532.945
   2100.000  529.273
   2200.000  528.740
   2300.000  528.127
   2400.000  535.399
   2500.000  538.970
   2600.000  540.823
   2700.000  539.123
   2800.000  534.938
   2900.000  543.808
   3000.000  534.538
   3100.000  531.009
   3200.000  531.549
   3300.000  535.260
   3400.000  526.836
