      0.000  374.902
    100.000  433.216
    200.000  433.694
    300.000  424.756
    400.000  434.041
    500.000  428.436
    600.000  420.527
    700.000  425.744
    800.000  427.401
    900.000  435.401
   1000.000  434.869
   1100.000  430.509
   1200.000  429.978
   1300.000  432.217
   1400.000  430.181
   1500.000  439.036
   1600.000  440.751
   1700.000  432.881
   1800.000  426.622
   1900.000  429.692
   2000.000  437.061
   2100.000  431.907
   2200.000  432.694
   2300.000  432.707
   2400.000  434.314
   2500.000  435.530
   2600.000  437.410
   2700.000  429.898
   2800.000  436.937
   2900.000  441.810
   3000.000  436.359
   3100.000  436.126
   3200.000  429.099
   3300.000  423.161
   3400.000  422.121
   3500.000  430.686
   3600.000  433.632
   3700.000  435.369
   3800.000  438.966
   3900.000  442.008
   4000.000  440.167
   4100.000  440.935
   4200.000  438.009
   4300.000  437.856
   4400.000  442.131
   4500.000  436.648
   4600.000  433.919
   4700.000  429.048
   4800.000  430.979
   4900.000  433.168
   5000.000  439.386
   5100.000  431.125
   5200.000  436.955
   5300.000  427.135
   5400.000  439.119
   5500.000  440.751
   5600.000  444.358
   5700.000  440.172
   5800.000  444.698
   5900.000  442.737
   6000.000  440.480
   6100.000  429.252
   6200.000  427.351
   6300.000  423.812
   6400.000  416.438
   6500.000  416.354
   6600.000  415.002
   6700.000  413.277
   6800.000  408.891
   6900.000  401.718
   7000.000  410.074
   7100.000  411.389
   7200.000  410.158
   7300.000  407.151
   7400.000  400.406
   7500.000  398.693
   7600.000  400.175
   7700.000  398.734
   7800.000  395.396
   7900.000  395.609
   8000.000  389.430
   8100.000  391.017
   8200.000  391.496
   8300.000  398.850
   8400.000  392.638
   8500.000  399.823
   8600.000  395.052
   8700.000  399.796
   8800.000  394.883
   8900.000  406.300
   9000.000  406.916
   9100.000  405.263
   9200.000  401.931
   9300.000  409.019
   9400.000  405.870
   9500.000  413.317
   9600.000  412.161
   9700.000  412.089
   9800.000  409.668
   9900.000  409.991
      0.000  413.166
    100.000  410.476
    200.000  400.508
    300.000  401.750
    400.000  405.353
    500.000  407.469
    600.000  403.013
    700.000  402.480
    800.000  401.884
    900.000  411.086
   1000.000  407.823
   1100.000  403.639
   1200.000  404.947
   1300.000  393.521
   1400.000  395.498
   1500.000  400.676
   1600.000  404.164
   1700.000  402.793
   1800.000  404.114
   1900.000  406.109
   2000.000  401.327
   2100.000  392.661
   2200.000  395.042
   2300.000  395.430
   2400.000  395.124
   2500.000  400.777
   2600.000  400.150
   2700.000  397.399
   2800.000  400.975
   2900.000  406.620
   3000.000  404.687
   3100.000  396.377
   3200.000  402.453
   3300.000  402.496
   3400.000  401.846
   3500.000  399.885
   3600.000  410.019
   3700.000  406.735
   3800.000  401.513
   3900.000  401.562
   4000.000  400.794
   4100.000  392.145
   4200.000  386.778
   4300.000  390.627
   4400.000  398.681
   4500.000  402.953
   4600.000  406.794
   4700.000  400.332
   4800.000  401.108
   4900.000  398.182
   5000.000  403.280
   5100.000  396.690
   5200.000  397.242
   5300.000  402.752
   5400.000  403.242
   5500.000  397.672
   5600.000  398.826
   5700.000  398.963
   5800.000  394.781
   5900.000  402.184
   6000.000  399.806
   6100.000  396.271
   6200.000  402.353
   6300.000  394.848
   6400.000  404.870
   6500.000  397.847
   6600.000  400.666
   6700.000  405.575
   6800.000  399.811
   6900.000  406.699
   7000.000  400.845
   7100.000  402.973
   7200.000  401.690
   7300.000  401.597
   7400.000  403.738
   7500.000  398.164
   7600.000  394.813
   7700.000  390.961
   7800.000  393.225
   7900.000  397.893
   8000.000  391.682
   8100.000  388.762
   8200.000  379.458
   8300.000  382.186
   8400.000  382.046
   8500.000  386.950
   8600.000  383.921
   8700.000  390.485
   8800.000  380.798
   8900.000  385.441
   9000.000  390.755
   9100.000  396.919
   9200.000  396.030
   9300.000  399.089
   9400.000  404.102
   9500.000  404.471
   9600.000  406.352
   9700.000  401.205
   9800.000  406.311
   9900.000  399.185
      0.000  402.506
    100.000  402.556
    200.000  406.301
    300.000  403.689
    400.000  403.263
    500.000  414.857
    600.000  415.341
    700.000  408.600
    800.000  413.216
    900.000  410.937
   1000.000  402.851
   1100.000  401.754
   1200.000  404.579
   1300.000  396.891
   1400.000  392.524
   1500.000  400.101
   1600.000  392.226
   1700.000  394.770
   1800.000  390.207
   1900.000  388.908
   2000.000  394.742
   2100.000  394.216
   2200.000  395.859
   2300.000  397.847
   2400.000  391.561
   2500.000  398.020
   2600.000  385.587
   2700.000  389.305
   2800.000  376.184
   2900.000  386.346
   3000.000  378.463
   3100.000  382.900
   3200.000  380.480
   3300.000  381.464
   3400.000  384.354
   3500.000  378.489
   3600.000  378.391
   3700.000  377.391
   3800.000  381.697
   3900.000  382.675
   4000.000  378.514
   4100.000  379.635
   4200.000  387.703
   4300.000  387.142
   4400.000  381.795
   4500.000  386.644
   4600.000  384.784
   4700.000  385.086
   4800.000  383.135
   4900.000  388.911
   5000.000  385.387
   5100.000  381.200
   5200.000  389.355
   5300.000  384.204
   5400.000  388.235
   5500.000  386.662
   5600.000  396.996
   5700.000  397.114
   5800.000  400.786
   5900.000  399.332
   6000.000  394.232
   6100.000  393.816
   6200.000  398.486
   6300.000  398.280
   6400.000  398.923
   6500.000  399.098
   6600.000  396.279
   6700.000  388.100
   6800.000  386.296
   6900.000  397.433
   7000.000  391.396
   7100.000  393.431
   7200.000  396.828
   7300.000  398.486
   7400.000  394.286
   7500.000  390.137
   7600.000  393.337
   7700.000  390.301
   7800.000  388.888
   7900.000  390.064
   8000.000  388.583
   8100.000  392.729
   8200.000  390.546
   8300.000  396.606
   8400.000  393.821
   8500.000  401.411
   8600.000  396.819
   8700.000  382.590
   8800.000  377.065
   8900.000  389.795
   9000.000  394.197
   9100.000  397.404
   9200.000  390.233
   9300.000  400.088
   9400.000  395.074
   9500.000  393.888
   9600.000  397.077
   9700.000  397.828
   9800.000  391.219
   9900.000  392.079
      0.000  392.380
    100.000  388.250
    200.000  384.273
    300.000  390.775
